TAGID,wave,session_date
TAG203,wave_2_scheduling_arm_1,2019-07-12
TAG203,sos_arm_1,2019-11-24
TAG203,wave_3_scheduling_arm_1,2021-06-10
TAG205,wave_1_scheduling_arm_1,2017-05-11
TAG205,wave_2_scheduling_arm_1,2018-10-09
TAG205,sos_arm_1,2019-07-08
TAG205,wave_3_scheduling_arm_1,2020-11-29
TAG206,wave_1_scheduling_arm_1,2017-07-28
TAG206,wave_2_scheduling_arm_1,2019-02-16
TAG207,wave_1_scheduling_arm_1,2017-04-03
TAG207,wave_2_scheduling_arm_1,2018-09-17
TAG207,sos_arm_1,2019-06-15
TAG207,wave_3_scheduling_arm_1,2021-01-24
TAG208,wave_1_scheduling_arm_1,2017-04-22
TAG208,wave_2_scheduling_arm_1,2018-10-11
TAG208,wave_3_scheduling_arm_1,2020-11-01
TAG209,wave_1_scheduling_arm_1,2017-02-11
TAG209,wave_2_scheduling_arm_1,2018-08-06
TAG209,wave_3_scheduling_arm_1,2020-02-25
TAG209,wave_4_scheduling_arm_1,2021-05-18
TAG210,wave_1_scheduling_arm_1,2016-12-19
TAG210,wave_2_scheduling_arm_1,2018-07-02
TAG210,sos_arm_1,2019-03-16
TAG210,wave_3_scheduling_arm_1,2019-12-23
TAG211,wave_1_scheduling_arm_1,2017-02-19
TAG211,wave_2_scheduling_arm_1,2018-08-27
TAG211,wave_3_scheduling_arm_1,2020-02-24
TAG211,wave_4_scheduling_arm_1,2021-09-07
TAG214,wave_1_scheduling_arm_1,2017-04-15
TAG215,wave_1_scheduling_arm_1,2018-01-10
TAG215,wave_2_scheduling_arm_1,2019-06-24
TAG215,wave_3_scheduling_arm_1,2021-08-25
TAG218,wave_1_scheduling_arm_1,2017-11-01
TAG218,wave_2_scheduling_arm_1,2019-05-08
TAG218,wave_3_scheduling_arm_1,2021-06-28
TAG219,wave_1_scheduling_arm_1,2017-07-21
TAG220,wave_1_scheduling_arm_1,2017-06-28
TAG220,wave_2_scheduling_arm_1,2018-11-28
TAG220,sos_arm_1,2019-06-09
TAG220,wave_3_scheduling_arm_1,2021-04-08
TAG221,wave_1_scheduling_arm_1,2017-06-26
TAG221,wave_2_scheduling_arm_1,2018-12-12
TAG221,wave_3_scheduling_arm_1,2021-03-19
TAG223,wave_1_scheduling_arm_1,2017-09-16
TAG223,wave_2_scheduling_arm_1,2019-03-16
TAG223,sos_arm_1,2019-11-16
TAG223,wave_3_scheduling_arm_1,2021-05-29
TAG224,wave_1_scheduling_arm_1,2017-08-09
TAG224,wave_2_scheduling_arm_1,2019-01-25
TAG224,sos_arm_1,2019-07-10
TAG224,wave_3_scheduling_arm_1,2021-07-08
TAG225,wave_1_scheduling_arm_1,2017-11-22
TAG225,wave_2_scheduling_arm_1,2019-05-22
TAG225,sos_arm_1,2020-01-19
TAG225,wave_3_scheduling_arm_1,2021-06-25
TAG231,wave_1_scheduling_arm_1,2017-12-15
TAG232,wave_1_scheduling_arm_1,2018-02-05
TAG232,wave_2_scheduling_arm_1,2019-08-19
TAG232,wave_3_scheduling_arm_1,2021-07-05
TAG233,wave_1_scheduling_arm_1,2018-02-15
TAG238,wave_1_scheduling_arm_1,2017-12-20
TAG238,wave_2_scheduling_arm_1,2019-06-18
TAG238,sos_arm_1,2020-01-11
TAG238,wave_3_scheduling_arm_1,2021-05-17
TAG240,wave_1_scheduling_arm_1,2017-12-19
TAG243,wave_1_scheduling_arm_1,2017-12-18
TAG243,wave_2_scheduling_arm_1,2019-06-19
TAG243,wave_3_scheduling_arm_1,2021-07-02
TAG244,wave_1_scheduling_arm_1,2018-01-02
TAG244,wave_2_scheduling_arm_1,2019-10-02
TAG244,wave_3_scheduling_arm_1,2021-08-12
TAG247,wave_1_scheduling_arm_1,2017-12-26
TAG247,wave_2_scheduling_arm_1,2019-06-28
TAG247,wave_3_scheduling_arm_1,2021-07-01
TAG249,wave_1_scheduling_arm_1,2018-01-10
TAG250,wave_1_scheduling_arm_1,2018-01-08
TAG250,wave_2_scheduling_arm_1,2019-06-11
TAG250,wave_3_scheduling_arm_1,2021-05-14
TAG252,wave_1_scheduling_arm_1,2017-12-06
TAG252,wave_2_scheduling_arm_1,2019-07-31
TAG252,wave_3_scheduling_arm_1,2021-07-23
TAG253,wave_1_scheduling_arm_1,2018-02-12
TAG253,wave_2_scheduling_arm_1,2019-07-29
TAG253,wave_3_scheduling_arm_1,2021-06-29
TAG257,wave_1_scheduling_arm_1,2018-02-07
TAG257,wave_2_scheduling_arm_1,2019-09-13
TAG257,wave_3_scheduling_arm_1,2021-08-17
TAG258,wave_1_scheduling_arm_1,2018-01-17
TAG261,wave_1_scheduling_arm_1,2018-02-02
TAG261,wave_2_scheduling_arm_1,2019-08-07
TAG261,wave_3_scheduling_arm_1,2021-06-18
TAG266,wave_1_scheduling_arm_1,2018-01-24
TAG266,wave_2_scheduling_arm_1,2019-08-12
TAG002,C1,2020-04-09
TAG003,C1,2020-04-14
TAG005,C1,2020-04-13
TAG007,C1,2020-04-10
TAG008,C1,2020-04-12
TAG009,C1,2020-04-15
TAG010,C1,2020-04-09
TAG015,C1,2020-05-03
TAG016,C1,2020-04-12
TAG017,C1,2020-04-15
TAG019,C1,2020-04-16
TAG020,C1,2020-04-14
TAG022,C1,2020-04-25
TAG024,C1,2020-04-15
TAG026,C1,2020-04-15
TAG027,C1,2020-04-13
TAG030,C1,2020-04-11
TAG032,C1,2020-04-09
TAG033,C1,2020-04-19
TAG034,C1,2020-04-12
TAG037,C1,2020-04-12
TAG038,C1,2020-04-23
TAG040,C1,2020-04-17
TAG041,C1,2020-04-16
TAG042,C1,2020-04-14
TAG044,C1,2020-04-11
TAG045,C1,2020-04-13
TAG046,C1,2020-04-19
TAG047,C1,2020-04-19
TAG049,C1,2020-04-13
TAG050,C1,2020-04-12
TAG051,C1,2020-04-11
TAG052,C1,2020-04-15
TAG053,C1,2020-04-21
TAG054,C1,2020-04-09
TAG055,C1,2020-04-23
TAG057,C1,2020-04-09
TAG058,C1,2020-04-10
TAG059,C1,2020-04-10
TAG060,C1,2020-04-13
TAG062,C1,2020-04-09
TAG064,C1,2020-04-10
TAG065,C1,2020-04-12
TAG066,C1,2020-04-26
TAG067,C1,2020-04-12
TAG068,C1,2020-04-12
TAG070,C1,2020-04-26
TAG071,C1,2020-04-09
TAG072,C1,2020-04-17
TAG073,C1,2020-04-16
TAG074,C1,2020-04-14
TAG075,C1,2020-04-09
TAG077,C1,2020-04-24
TAG078,C1,2020-04-20
TAG079,C1,2020-04-13
TAG084,C1,2020-04-11
TAG085,C1,2020-04-10
TAG086,C1,2020-04-14
TAG087,C1,2020-04-13
TAG088,C1,2020-04-10
TAG089,C1,2020-04-09
TAG090,C1,2020-04-09
TAG093,C1,2020-04-12
TAG094,C1,2020-04-19
TAG095,C1,2020-04-13
TAG098,C1,2020-04-14
TAG099,C1,2020-04-15
TAG100,C1,2020-04-25
TAG101,C1,2020-04-15
TAG102,C1,2020-04-24
TAG104,C1,2020-04-09
TAG105,C1,2020-04-24
TAG106,C1,2020-04-14
TAG107,C1,2020-04-18
TAG110,C1,2020-04-14
TAG113,C1,2020-04-22
TAG116,C1,2020-04-23
TAG117,C1,2020-04-25
TAG120,C1,2020-04-14
TAG122,C1,2020-04-13
TAG125,C1,2020-04-22
TAG130,C1,2020-04-20
TAG131,C1,2020-04-12
TAG132,C1,2020-04-25
TAG138,C1,2020-04-15
TAG140,C1,2020-04-13
TAG143,C1,2020-04-24
TAG147,C1,2020-04-09
TAG149,C1,2020-04-11
TAG152,C1,2020-04-14
TAG155,C1,2020-04-09
TAG159,C1,2020-04-11
TAG160,C1,2020-04-10
TAG164,C1,2020-04-15
TAG167,C1,2020-04-15
TAG169,C1,2020-04-22
TAG170,C1,2020-04-09
TAG173,C1,2020-04-13
TAG176,C1,2020-04-22
TAG177,C1,2020-04-09
TAG179,C1,2020-04-20
TAG180,C1,2020-04-22
TAG181,C1,2020-04-20
TAG186,C1,2020-04-11
TAG188,C1,2020-04-11
TAG190,C1,2020-04-18
TAG194,C1,2020-04-17
TAG200,C1,2020-04-20
TAG202,C1,2020-04-13
TAG203,C1,2020-04-11
TAG205,C1,2020-04-14
TAG206,C1,2020-04-19
TAG208,C1,2020-04-14
TAG209,C1,2020-04-17
TAG210,C1,2020-04-13
TAG211,C1,2020-04-26
TAG218,C1,2020-04-09
TAG220,C1,2020-04-09
TAG221,C1,2020-04-15
TAG223,C1,2020-04-14
TAG224,C1,2020-04-09
TAG225,C1,2020-04-10
TAG232,C1,2020-04-20
TAG238,C1,2020-04-10
TAG243,C1,2020-04-12
TAG247,C1,2020-04-23
TAG252,C1,2020-04-13
TAG253,C1,2020-04-10
TAG257,C1,2020-04-23
TAG261,C1,2020-04-12
TAG266,C1,2020-04-12
TAG001,C2,2021-01-06
TAG002,C2,2020-11-26
TAG003,C2,2020-12-10
TAG005,C2,2020-11-29
TAG007,C2,2020-12-06
TAG008,C2,2020-12-09
TAG009,C2,2021-01-04
TAG010,C2,2020-11-25
TAG011,C2,2021-01-09
TAG014,C2,2020-12-14
TAG015,C2,2020-12-02
TAG016,C2,2020-12-16
TAG017,C2,2020-12-13
TAG019,C2,2021-01-06
TAG020,C2,2020-12-07
TAG022,C2,2020-12-12
TAG024,C2,2020-12-07
TAG030,C2,2020-11-29
TAG032,C2,2020-11-27
TAG033,C2,2021-01-02
TAG034,C2,2020-12-07
TAG037,C2,2020-11-29
TAG041,C2,2020-12-03
TAG042,C2,2020-11-27
TAG044,C2,2020-12-23
TAG046,C2,2020-12-21
TAG047,C2,2020-12-21
TAG049,C2,2020-11-29
TAG050,C2,2020-11-23
TAG053,C2,2020-11-23
TAG057,C2,2020-11-25
TAG058,C2,2020-12-02
TAG060,C2,2020-12-15
TAG062,C2,2020-12-03
TAG064,C2,2020-12-04
TAG065,C2,2020-11-27
TAG068,C2,2020-12-12
TAG072,C2,2020-12-08
TAG074,C2,2020-11-30
TAG076,C2,2020-11-30
TAG077,C2,2021-01-15
TAG078,C2,2020-11-24
TAG080,C2,2020-11-30
TAG084,C2,2020-12-03
TAG085,C2,2020-12-02
TAG086,C2,2020-12-05
TAG088,C2,2020-12-02
TAG089,C2,2020-11-24
TAG090,C2,2020-12-16
TAG093,C2,2020-12-23
TAG094,C2,2020-11-27
TAG095,C2,2020-12-03
TAG101,C2,2020-11-25
TAG103,C2,2020-12-16
TAG104,C2,2020-12-01
TAG106,C2,2020-11-29
TAG107,C2,2021-01-05
TAG110,C2,2020-12-08
TAG112,C2,2020-12-16
TAG113,C2,2020-12-02
TAG116,C2,2020-11-30
TAG119,C2,2020-12-05
TAG130,C2,2020-12-01
TAG131,C2,2020-11-29
TAG132,C2,2020-11-25
TAG138,C2,2020-12-05
TAG140,C2,2021-01-05
TAG143,C2,2020-12-01
TAG147,C2,2020-12-13
TAG149,C2,2020-12-27
TAG152,C2,2020-11-28
TAG159,C2,2020-11-24
TAG160,C2,2020-11-30
TAG164,C2,2020-12-08
TAG167,C2,2020-11-28
TAG170,C2,2020-11-23
TAG173,C2,2020-12-08
TAG175,C2,2021-01-14
TAG177,C2,2020-12-20
TAG179,C2,2020-11-28
TAG180,C2,2020-12-16
TAG181,C2,2020-12-03
TAG190,C2,2021-01-11
TAG200,C2,2020-11-28
TAG202,C2,2020-11-28
TAG203,C2,2020-12-03
TAG205,C2,2020-12-15
TAG206,C2,2020-12-01
TAG208,C2,2020-12-23
TAG209,C2,2020-11-30
TAG210,C2,2020-11-23
TAG211,C2,2020-12-02
TAG215,C2,2021-01-15
TAG218,C2,2020-12-05
TAG220,C2,2020-11-29
TAG221,C2,2020-11-29
TAG223,C2,2020-11-29
TAG224,C2,2020-11-24
TAG225,C2,2020-11-25
TAG238,C2,2020-11-24
TAG243,C2,2020-12-05
TAG247,C2,2020-12-21
TAG250,C2,2020-11-24
TAG252,C2,2020-11-29
TAG253,C2,2020-11-27
TAG261,C2,2020-12-14
TAG002,C3,2021-05-20
TAG005,C3,2021-06-02
TAG007,C3,2021-07-15
TAG008,C3,2021-06-30
TAG009,C3,2021-06-11
TAG010,C3,2021-05-10
TAG016,C3,2021-05-19
TAG017,C3,2021-06-02
TAG020,C3,2021-06-06
TAG022,C3,2021-06-21
TAG030,C3,2021-05-12
TAG032,C3,2021-05-14
TAG033,C3,2021-05-15
TAG037,C3,2021-05-22
TAG041,C3,2021-05-17
TAG044,C3,2021-07-19
TAG049,C3,2021-05-20
TAG050,C3,2021-05-22
TAG052,C3,2021-05-14
TAG060,C3,2021-05-27
TAG062,C3,2021-05-22
TAG065,C3,2021-05-23
TAG071,C3,2021-05-16
TAG074,C3,2021-05-26
TAG076,C3,2021-06-07
TAG078,C3,2021-05-12
TAG084,C3,2021-05-11
TAG085,C3,2021-05-15
TAG086,C3,2021-05-22
TAG089,C3,2021-05-19
TAG090,C3,2021-06-06
TAG093,C3,2021-06-06
TAG094,C3,2021-05-16
TAG103,C3,2021-05-10
TAG104,C3,2021-05-14
TAG106,C3,2021-07-05
TAG110,C3,2021-05-12
TAG113,C3,2021-05-15
TAG116,C3,2021-05-12
TAG122,C3,2021-05-19
TAG130,C3,2021-06-17
TAG131,C3,2021-05-12
TAG143,C3,2021-06-23
TAG149,C3,2021-05-25
TAG152,C3,2021-06-05
TAG159,C3,2021-06-08
TAG160,C3,2021-05-19
TAG173,C3,2021-05-10
TAG179,C3,2021-05-09
TAG180,C3,2021-05-14
TAG190,C3,2021-06-28
TAG202,C3,2021-05-22
TAG203,C3,2021-05-21
TAG208,C3,2021-05-28
TAG210,C3,2021-06-02
TAG218,C3,2021-05-26
TAG220,C3,2021-05-10
TAG221,C3,2021-05-26
TAG223,C3,2021-05-12
TAG224,C3,2021-06-18
TAG225,C3,2021-05-14
TAG238,C3,2021-05-30
TAG243,C3,2021-05-27
TAG247,C3,2021-05-19
TAG250,C3,2021-05-09
TAG252,C3,2021-06-16
TAG253,C3,2021-06-02
